Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Datetime,,,,,
2025-03-12 09:15:00+05:30,1257.300048828125,1260.8499755859375,1255.5999755859375,1255.5999755859375,0
2025-03-12 09:16:00+05:30,1257.699951171875,1258.050048828125,1255.8499755859375,1257.0999755859375,111216
2025-03-12 09:17:00+05:30,1258.800048828125,1259.4000244140625,1257.0,1257.699951171875,98288
2025-03-12 09:18:00+05:30,1259.300048828125,1259.8499755859375,1258.050048828125,1258.550048828125,86064
2025-03-12 09:19:00+05:30,1258.4000244140625,1260.75,1258.300048828125,1259.199951171875,151129
2025-03-12 09:20:00+05:30,1256.0,1258.25,1255.9000244140625,1258.25,70587
2025-03-12 09:21:00+05:30,1253.949951171875,1255.9000244140625,1253.0,1255.9000244140625,66099
2025-03-12 09:22:00+05:30,1251.949951171875,1253.800048828125,1251.800048828125,1253.800048828125,50230
2025-03-12 09:23:00+05:30,1253.75,1253.75,1252.0,1252.0,37916
2025-03-12 09:24:00+05:30,1254.0999755859375,1254.0999755859375,1253.300048828125,1253.6500244140625,37545
2025-03-12 09:25:00+05:30,1252.199951171875,1254.75,1252.0,1254.050048828125,85715
2025-03-12 09:26:00+05:30,1250.1500244140625,1252.199951171875,1249.6500244140625,1252.199951171875,81817
2025-03-12 09:27:00+05:30,1249.8499755859375,1251.0,1249.25,1250.050048828125,71872
2025-03-12 09:28:00+05:30,1251.550048828125,1251.949951171875,1250.050048828125,1250.25,17001
2025-03-12 09:29:00+05:30,1251.0,1251.8499755859375,1251.0,1251.75,34049
2025-03-12 09:30:00+05:30,1251.550048828125,1251.550048828125,1250.5,1251.0,21473
2025-03-12 09:31:00+05:30,1252.0,1253.25,1252.0,1252.0999755859375,44889
2025-03-12 09:32:00+05:30,1252.0,1252.1500244140625,1251.050048828125,1251.75,21218
2025-03-12 09:33:00+05:30,1252.0,1252.0,1251.25,1252.0,19260
2025-03-12 09:34:00+05:30,1250.949951171875,1251.699951171875,1250.800048828125,1251.699951171875,38776
2025-03-12 09:35:00+05:30,1249.3499755859375,1250.949951171875,1248.5,1250.949951171875,36807
2025-03-12 09:36:00+05:30,1250.050048828125,1250.4000244140625,1249.25,1249.3499755859375,18376
2025-03-12 09:37:00+05:30,1249.0,1250.800048828125,1248.75,1250.0999755859375,16552
2025-03-12 09:38:00+05:30,1250.0,1250.0,1248.6500244140625,1248.8499755859375,10041
2025-03-12 09:39:00+05:30,1251.3499755859375,1251.800048828125,1250.0,1250.1500244140625,27492
2025-03-12 09:40:00+05:30,1252.800048828125,1252.9000244140625,1251.0,1251.5999755859375,22034
2025-03-12 09:41:00+05:30,1252.9000244140625,1253.0,1252.449951171875,1252.8499755859375,15301
2025-03-12 09:42:00+05:30,1252.9000244140625,1252.9000244140625,1252.050048828125,1252.9000244140625,15346
2025-03-12 09:43:00+05:30,1252.4000244140625,1252.9000244140625,1252.199951171875,1252.9000244140625,12105
2025-03-12 09:44:00+05:30,1250.5,1252.25,1250.5,1252.25,18497
2025-03-12 09:45:00+05:30,1250.199951171875,1250.699951171875,1249.0,1250.5,17630
2025-03-12 09:46:00+05:30,1250.300048828125,1250.949951171875,1250.050048828125,1250.0999755859375,10153
2025-03-12 09:47:00+05:30,1250.800048828125,1250.9000244140625,1250.25,1250.5,4997
2025-03-12 09:48:00+05:30,1252.0999755859375,1252.1500244140625,1250.6500244140625,1250.9000244140625,23227
2025-03-12 09:49:00+05:30,1252.75,1253.75,1252.3499755859375,1252.3499755859375,44605
2025-03-12 09:50:00+05:30,1254.0,1254.0,1252.449951171875,1253.0999755859375,41374
2025-03-12 09:51:00+05:30,1254.0999755859375,1254.5,1253.8499755859375,1254.0,17164
2025-03-12 09:52:00+05:30,1253.449951171875,1254.25,1253.449951171875,1254.0,17537
2025-03-12 09:53:00+05:30,1252.550048828125,1253.699951171875,1252.550048828125,1253.699951171875,12353
2025-03-12 09:54:00+05:30,1252.75,1253.3499755859375,1252.050048828125,1252.6500244140625,17234
2025-03-12 09:55:00+05:30,1252.3499755859375,1252.5,1251.75,1252.25,6382
2025-03-12 09:56:00+05:30,1252.0,1252.4000244140625,1251.050048828125,1252.300048828125,13784
2025-03-12 09:57:00+05:30,1251.949951171875,1252.0,1251.6500244140625,1251.75,6045
2025-03-12 09:58:00+05:30,1251.300048828125,1251.9000244140625,1251.0,1251.9000244140625,12309
2025-03-12 09:59:00+05:30,1251.800048828125,1251.949951171875,1251.050048828125,1251.25,18286
2025-03-12 10:00:00+05:30,1251.5,1252.3499755859375,1251.5,1251.5999755859375,55490
2025-03-12 10:01:00+05:30,1250.5,1251.550048828125,1250.449951171875,1251.449951171875,20370
2025-03-12 10:02:00+05:30,1251.0,1251.550048828125,1250.75,1250.75,54919
2025-03-12 10:03:00+05:30,1250.550048828125,1251.0,1250.0999755859375,1250.1500244140625,82388
2025-03-12 10:04:00+05:30,1249.199951171875,1250.550048828125,1249.199951171875,1250.550048828125,29082
2025-03-12 10:05:00+05:30,1247.550048828125,1249.449951171875,1247.3499755859375,1249.449951171875,62230
2025-03-12 10:06:00+05:30,1248.949951171875,1248.949951171875,1247.8499755859375,1247.8499755859375,17865
2025-03-12 10:07:00+05:30,1248.75,1249.0,1248.5999755859375,1248.800048828125,7405
2025-03-12 10:08:00+05:30,1247.9000244140625,1248.75,1247.8499755859375,1248.6500244140625,26742
2025-03-12 10:09:00+05:30,1247.5,1248.0,1247.300048828125,1247.449951171875,11767
2025-03-12 10:10:00+05:30,1247.550048828125,1248.0,1246.9000244140625,1247.3499755859375,44392
2025-03-12 10:11:00+05:30,1248.75,1248.75,1247.550048828125,1247.550048828125,10075
2025-03-12 10:12:00+05:30,1248.9000244140625,1249.199951171875,1248.5999755859375,1248.699951171875,8638
2025-03-12 10:13:00+05:30,1248.8499755859375,1249.0,1248.75,1248.9000244140625,15644
2025-03-12 10:14:00+05:30,1248.5,1248.8499755859375,1247.949951171875,1248.8499755859375,29200
2025-03-12 10:15:00+05:30,1247.5,1248.6500244140625,1247.5,1248.6500244140625,25676
2025-03-12 10:16:00+05:30,1248.300048828125,1248.300048828125,1247.3499755859375,1247.5,24123
2025-03-12 10:17:00+05:30,1249.5999755859375,1250.0,1248.300048828125,1248.300048828125,28245
2025-03-12 10:18:00+05:30,1249.449951171875,1250.300048828125,1249.199951171875,1250.0,29491
2025-03-12 10:19:00+05:30,1249.199951171875,1249.199951171875,1248.699951171875,1249.199951171875,17501
2025-03-12 10:20:00+05:30,1249.4000244140625,1249.5,1248.9000244140625,1249.449951171875,11853
2025-03-12 10:21:00+05:30,1249.699951171875,1249.699951171875,1249.3499755859375,1249.5,8084
2025-03-12 10:22:00+05:30,1249.4000244140625,1249.8499755859375,1249.4000244140625,1249.8499755859375,8336
2025-03-12 10:23:00+05:30,1248.5,1249.3499755859375,1248.5,1249.3499755859375,12037
2025-03-12 10:24:00+05:30,1247.9000244140625,1248.5,1247.9000244140625,1248.5,13955
2025-03-12 10:25:00+05:30,1247.9000244140625,1248.0,1247.800048828125,1247.800048828125,5190
2025-03-12 10:26:00+05:30,1247.5999755859375,1247.8499755859375,1247.550048828125,1247.8499755859375,8459
2025-03-12 10:27:00+05:30,1247.699951171875,1247.9000244140625,1247.5999755859375,1247.800048828125,8991
2025-03-12 10:28:00+05:30,1247.6500244140625,1247.9000244140625,1247.5999755859375,1247.9000244140625,11824
2025-03-12 10:29:00+05:30,1247.6500244140625,1247.800048828125,1247.6500244140625,1247.800048828125,6058
2025-03-12 10:30:00+05:30,1248.199951171875,1248.5,1247.6500244140625,1247.6500244140625,17397
2025-03-12 10:31:00+05:30,1249.949951171875,1249.949951171875,1248.050048828125,1248.050048828125,23777
2025-03-12 10:32:00+05:30,1250.300048828125,1250.6500244140625,1249.699951171875,1249.699951171875,25433
2025-03-12 10:33:00+05:30,1250.949951171875,1250.949951171875,1250.300048828125,1250.3499755859375,22664
2025-03-12 10:34:00+05:30,1250.8499755859375,1250.949951171875,1250.699951171875,1250.9000244140625,12758
2025-03-12 10:35:00+05:30,1250.550048828125,1250.8499755859375,1250.5,1250.8499755859375,20271
2025-03-12 10:36:00+05:30,1252.5999755859375,1252.8499755859375,1250.5,1250.5,64703
2025-03-12 10:37:00+05:30,1252.1500244140625,1252.6500244140625,1252.1500244140625,1252.6500244140625,37593
2025-03-12 10:38:00+05:30,1251.449951171875,1251.9000244140625,1251.449951171875,1251.9000244140625,25819
2025-03-12 10:39:00+05:30,1253.4000244140625,1253.4000244140625,1251.8499755859375,1251.8499755859375,110318
2025-03-12 10:40:00+05:30,1253.300048828125,1253.5,1253.0,1253.199951171875,63729
2025-03-12 10:41:00+05:30,1253.800048828125,1254.050048828125,1253.25,1253.5,62878
2025-03-12 10:42:00+05:30,1253.75,1254.1500244140625,1253.699951171875,1253.800048828125,20685
2025-03-12 10:43:00+05:30,1253.6500244140625,1253.75,1253.3499755859375,1253.699951171875,24029
2025-03-12 10:44:00+05:30,1253.6500244140625,1253.75,1253.3499755859375,1253.6500244140625,17497
2025-03-12 10:45:00+05:30,1254.0,1254.199951171875,1253.449951171875,1253.5999755859375,52169
2025-03-12 10:46:00+05:30,1253.800048828125,1254.5,1253.0,1253.949951171875,132389
2025-03-12 10:47:00+05:30,1253.0,1253.800048828125,1253.0,1253.800048828125,86453
2025-03-12 10:48:00+05:30,1253.199951171875,1253.25,1253.0,1253.0999755859375,40665
2025-03-12 10:49:00+05:30,1253.0,1253.300048828125,1253.0,1253.050048828125,150983
2025-03-12 10:50:00+05:30,1253.0,1253.0999755859375,1253.0,1253.050048828125,27774
2025-03-12 10:51:00+05:30,1253.050048828125,1253.25,1252.800048828125,1253.0,55690
2025-03-12 10:52:00+05:30,1251.300048828125,1253.1500244140625,1250.75,1253.0,89985
2025-03-12 10:53:00+05:30,1251.5999755859375,1251.6500244140625,1250.699951171875,1251.550048828125,61069
2025-03-12 10:54:00+05:30,1251.4000244140625,1252.0,1251.4000244140625,1251.75,53030
2025-03-12 10:55:00+05:30,1250.800048828125,1251.5999755859375,1250.800048828125,1251.5999755859375,17996
2025-03-12 10:56:00+05:30,1250.6500244140625,1250.9000244140625,1250.6500244140625,1250.800048828125,15068
2025-03-12 10:57:00+05:30,1250.25,1250.6500244140625,1250.0,1250.6500244140625,35540
2025-03-12 10:58:00+05:30,1249.800048828125,1250.25,1249.800048828125,1250.25,36325
2025-03-12 10:59:00+05:30,1249.9000244140625,1250.0999755859375,1249.699951171875,1250.0,57517
2025-03-12 11:00:00+05:30,1251.0,1251.0,1249.8499755859375,1249.9000244140625,13630
2025-03-12 11:01:00+05:30,1251.0,1251.0,1250.800048828125,1250.8499755859375,8091
2025-03-12 11:02:00+05:30,1250.75,1250.949951171875,1250.75,1250.949951171875,24832
2025-03-12 11:03:00+05:30,1249.699951171875,1250.5999755859375,1249.550048828125,1250.5999755859375,22379
2025-03-12 11:04:00+05:30,1250.300048828125,1250.550048828125,1249.449951171875,1249.5999755859375,25476
2025-03-12 11:05:00+05:30,1250.75,1250.9000244140625,1250.25,1250.300048828125,7733
2025-03-12 11:06:00+05:30,1251.550048828125,1251.550048828125,1250.8499755859375,1250.9000244140625,13834
2025-03-12 11:07:00+05:30,1252.1500244140625,1252.5,1251.5,1251.5999755859375,21355
2025-03-12 11:08:00+05:30,1252.4000244140625,1252.550048828125,1252.1500244140625,1252.1500244140625,7459
2025-03-12 11:09:00+05:30,1252.25,1252.5,1252.25,1252.449951171875,9116
2025-03-12 11:10:00+05:30,1251.5999755859375,1252.300048828125,1251.5999755859375,1252.300048828125,10122
2025-03-12 11:11:00+05:30,1251.550048828125,1251.75,1251.550048828125,1251.699951171875,5551
2025-03-12 11:12:00+05:30,1251.9000244140625,1252.0,1251.5,1251.5,9131
2025-03-12 11:13:00+05:30,1252.699951171875,1252.699951171875,1251.9000244140625,1251.9000244140625,7129
2025-03-12 11:14:00+05:30,1252.6500244140625,1253.1500244140625,1252.6500244140625,1252.949951171875,11642
2025-03-12 11:15:00+05:30,1251.75,1252.800048828125,1251.75,1252.800048828125,9684
2025-03-12 11:16:00+05:30,1252.050048828125,1252.0999755859375,1251.3499755859375,1251.699951171875,8627
2025-03-12 11:17:00+05:30,1251.550048828125,1252.3499755859375,1251.550048828125,1252.050048828125,43391
2025-03-12 11:18:00+05:30,1251.699951171875,1252.0,1251.699951171875,1251.699951171875,6599
2025-03-12 11:19:00+05:30,1252.699951171875,1252.699951171875,1251.75,1251.75,5627
2025-03-12 11:20:00+05:30,1252.050048828125,1252.6500244140625,1252.050048828125,1252.6500244140625,10898
2025-03-12 11:21:00+05:30,1251.9000244140625,1252.25,1251.75,1252.050048828125,6601
2025-03-12 11:22:00+05:30,1251.050048828125,1251.949951171875,1250.800048828125,1251.9000244140625,61340
2025-03-12 11:23:00+05:30,1251.0,1251.75,1250.699951171875,1250.949951171875,45321
2025-03-12 11:24:00+05:30,1250.449951171875,1251.5999755859375,1250.1500244140625,1251.449951171875,17811
2025-03-12 11:25:00+05:30,1250.1500244140625,1250.5,1249.75,1250.4000244140625,29597
2025-03-12 11:26:00+05:30,1248.699951171875,1250.25,1248.699951171875,1250.25,21506
2025-03-12 11:27:00+05:30,1248.300048828125,1248.699951171875,1248.0,1248.6500244140625,22629
2025-03-12 11:28:00+05:30,1246.75,1248.3499755859375,1246.699951171875,1248.1500244140625,43820
2025-03-12 11:29:00+05:30,1247.5,1247.5999755859375,1246.449951171875,1246.6500244140625,73267
2025-03-12 11:30:00+05:30,1248.199951171875,1248.449951171875,1247.0999755859375,1247.5,31272
2025-03-12 11:31:00+05:30,1248.4000244140625,1248.550048828125,1248.0,1248.300048828125,9978
2025-03-12 11:32:00+05:30,1247.949951171875,1248.4000244140625,1247.949951171875,1248.4000244140625,10579
2025-03-12 11:33:00+05:30,1247.9000244140625,1247.9000244140625,1247.050048828125,1247.5999755859375,20844
2025-03-12 11:34:00+05:30,1247.699951171875,1247.9000244140625,1247.3499755859375,1247.75,9643
2025-03-12 11:35:00+05:30,1248.0,1248.3499755859375,1247.300048828125,1247.4000244140625,23596
2025-03-12 11:36:00+05:30,1248.4000244140625,1248.550048828125,1248.0999755859375,1248.0999755859375,5396
2025-03-12 11:37:00+05:30,1247.25,1248.449951171875,1247.25,1248.449951171875,49984
2025-03-12 11:38:00+05:30,1247.5999755859375,1247.5999755859375,1246.800048828125,1247.300048828125,62563
2025-03-12 11:39:00+05:30,1247.3499755859375,1247.949951171875,1247.300048828125,1247.5,31036
2025-03-12 11:40:00+05:30,1247.0,1247.550048828125,1246.949951171875,1247.550048828125,15870
2025-03-12 11:41:00+05:30,1246.9000244140625,1247.0,1246.5,1246.800048828125,24193
2025-03-12 11:42:00+05:30,1246.6500244140625,1247.0,1246.5999755859375,1246.949951171875,12770
2025-03-12 11:43:00+05:30,1246.800048828125,1246.949951171875,1246.5,1246.5999755859375,11122
2025-03-12 11:44:00+05:30,1245.75,1246.75,1245.5,1246.699951171875,33317
2025-03-12 11:45:00+05:30,1245.3499755859375,1246.0,1245.0,1245.800048828125,18242
2025-03-12 11:46:00+05:30,1246.8499755859375,1247.0999755859375,1245.3499755859375,1245.3499755859375,23552
2025-03-12 11:47:00+05:30,1246.9000244140625,1247.300048828125,1246.5,1246.8499755859375,19934
2025-03-12 11:48:00+05:30,1246.25,1247.25,1246.25,1247.0,11136
2025-03-12 11:49:00+05:30,1246.300048828125,1246.4000244140625,1245.949951171875,1246.0999755859375,13869
2025-03-12 11:50:00+05:30,1246.050048828125,1246.4000244140625,1246.050048828125,1246.25,9581
2025-03-12 11:51:00+05:30,1245.25,1246.1500244140625,1245.0,1246.1500244140625,20145
2025-03-12 11:52:00+05:30,1245.25,1245.4000244140625,1245.199951171875,1245.300048828125,11694
2025-03-12 11:53:00+05:30,1245.199951171875,1245.75,1245.0999755859375,1245.25,16809
2025-03-12 11:54:00+05:30,1244.550048828125,1245.199951171875,1244.550048828125,1245.050048828125,48464
2025-03-12 11:55:00+05:30,1246.1500244140625,1246.300048828125,1244.300048828125,1244.699951171875,33047
2025-03-12 11:56:00+05:30,1246.25,1246.9000244140625,1246.1500244140625,1246.199951171875,11457
2025-03-12 11:57:00+05:30,1246.050048828125,1246.449951171875,1246.0,1246.300048828125,19166
2025-03-12 11:58:00+05:30,1245.9000244140625,1246.0,1245.300048828125,1246.0,45279
2025-03-12 11:59:00+05:30,1244.3499755859375,1246.050048828125,1244.300048828125,1245.8499755859375,53661
2025-03-12 12:00:00+05:30,1244.800048828125,1244.9000244140625,1244.0,1244.449951171875,21123
2025-03-12 12:01:00+05:30,1245.300048828125,1245.300048828125,1244.300048828125,1244.800048828125,15289
2025-03-12 12:02:00+05:30,1245.199951171875,1245.75,1245.0999755859375,1245.3499755859375,16569
2025-03-12 12:03:00+05:30,1244.949951171875,1245.300048828125,1244.949951171875,1245.199951171875,12597
2025-03-12 12:04:00+05:30,1245.050048828125,1245.050048828125,1244.449951171875,1245.050048828125,14309
2025-03-12 12:05:00+05:30,1245.0,1245.3499755859375,1244.449951171875,1245.050048828125,14362
2025-03-12 12:06:00+05:30,1246.449951171875,1246.449951171875,1244.9000244140625,1245.550048828125,11009
2025-03-12 12:07:00+05:30,1247.25,1247.3499755859375,1246.1500244140625,1246.300048828125,12099
2025-03-12 12:08:00+05:30,1247.75,1247.75,1247.1500244140625,1247.25,6989
2025-03-12 12:09:00+05:30,1247.5,1247.6500244140625,1247.449951171875,1247.6500244140625,10281
2025-03-12 12:10:00+05:30,1247.75,1248.0,1247.449951171875,1247.5,21071
2025-03-12 12:11:00+05:30,1247.25,1247.949951171875,1247.25,1247.75,12133
2025-03-12 12:12:00+05:30,1247.25,1247.3499755859375,1247.1500244140625,1247.25,6283
2025-03-12 12:13:00+05:30,1246.6500244140625,1247.25,1246.5,1247.25,13731
2025-03-12 12:14:00+05:30,1246.449951171875,1246.6500244140625,1246.300048828125,1246.6500244140625,6492
2025-03-12 12:15:00+05:30,1246.5,1246.5,1245.699951171875,1246.5,13820
2025-03-12 12:16:00+05:30,1246.550048828125,1246.75,1246.449951171875,1246.5,6897
2025-03-12 12:17:00+05:30,1246.4000244140625,1246.6500244140625,1246.300048828125,1246.449951171875,8773
2025-03-12 12:18:00+05:30,1245.8499755859375,1246.3499755859375,1245.800048828125,1246.3499755859375,7884
2025-03-12 12:19:00+05:30,1245.449951171875,1245.9000244140625,1245.449951171875,1245.800048828125,8714
2025-03-12 12:20:00+05:30,1245.4000244140625,1245.75,1245.199951171875,1245.5,13487
2025-03-12 12:21:00+05:30,1246.300048828125,1246.449951171875,1245.3499755859375,1245.3499755859375,21855
2025-03-12 12:22:00+05:30,1246.5999755859375,1246.8499755859375,1246.25,1246.25,20398
